Transaction_ID,Client_ID,Product_ID,Quantity,Transaction
47400,759,157,9,10:34:19 08/19/2017
47401,401,461,10,12:39:45 08/19/2017
47402,710,967,5,15:13:35 08/19/2017
47403,253,834,5,16:01:03 08/19/2017
47404,316,614,9,18:24:35 08/19/2017
47405,373,900,2,20:05:21 08/19/2017
47406,112,533,9,20:46:54 08/19/2017
47407,478,367,5,21:26:37 08/19/2017
47408,783,406,8,23:27:13 08/19/2017
47409,659,263,4,01:43:54 08/20/2017
47410,312,324,9,04:12:41 08/20/2017
47411,303,160,10,04:28:36 08/20/2017
47412,831,982,9,07:10:09 08/20/2017
47413,161,397,10,08:52:32 08/20/2017
47414,23,40,1,09:35:57 08/20/2017
47415,437,583,4,09:53:37 08/20/2017
47416,590,35,4,11:30:22 08/20/2017
47417,504,466,2,12:22:34 08/20/2017
47418,847,376,4,14:53:39 08/20/2017
47419,252,457,10,17:40:19 08/20/2017
47420,74,717,2,20:24:23 08/20/2017
47421,233,69,6,22:32:33 08/20/2017
47422,300,463,1,23:33:04 08/20/2017
47423,918,708,8,01:51:21 08/21/2017
47424,213,546,10,02:59:42 08/21/2017
47425,628,245,5,04:19:58 08/21/2017
47426,117,550,4,06:44:57 08/21/2017
47427,610,774,5,08:46:07 08/21/2017
47428,837,973,10,08:50:34 08/21/2017
47429,393,210,10,09:37:58 08/21/2017
47430,660,711,2,12:16:04 08/21/2017
47431,182,683,8,12:46:43 08/21/2017
47432,100,227,10,13:40:08 08/21/2017
47433,798,833,9,14:53:58 08/21/2017
47434,664,736,9,16:56:05 08/21/2017
47435,778,900,2,17:51:57 08/21/2017
47436,141,615,4,17:56:55 08/21/2017
47437,835,942,4,20:27:13 08/21/2017
47438,617,549,9,22:23:53 08/21/2017
47439,807,363,5,22:57:08 08/21/2017
47440,488,989,2,00:51:32 08/22/2017
47441,601,912,1,03:11:55 08/22/2017
47442,413,636,1,05:18:09 08/22/2017
47443,357,132,9,07:07:33 08/22/2017
47444,745,786,5,07:31:54 08/22/2017
47445,804,187,2,08:51:34 08/22/2017
47446,978,940,3,11:24:46 08/22/2017
47447,733,161,9,11:56:44 08/22/2017
47448,332,138,4,14:03:16 08/22/2017
47449,965,195,4,14:59:27 08/22/2017
47450,645,898,10,16:35:15 08/22/2017
47451,107,243,10,17:09:45 08/22/2017
47452,360,461,7,18:24:06 08/22/2017
47453,830,220,8,18:54:33 08/22/2017
47454,885,320,10,20:09:21 08/22/2017
47455,112,865,9,20:14:49 08/22/2017
47456,890,75,5,22:03:38 08/22/2017
47457,209,345,3,23:41:17 08/22/2017
47458,858,979,9,01:36:06 08/23/2017
47459,388,434,3,02:16:55 08/23/2017
47460,964,365,3,02:24:24 08/23/2017
47461,41,558,6,02:55:04 08/23/2017
47462,609,512,3,04:25:11 08/23/2017
47463,614,116,1,05:16:14 08/23/2017
47464,158,853,1,07:14:14 08/23/2017
47465,619,769,8,08:39:13 08/23/2017
47466,325,881,10,10:27:01 08/23/2017
47467,219,942,6,11:05:56 08/23/2017
47468,187,100,2,13:03:34 08/23/2017
47469,512,332,9,13:05:44 08/23/2017
47470,806,731,1,13:11:55 08/23/2017
47471,557,249,10,14:45:21 08/23/2017
47472,740,481,9,16:50:55 08/23/2017
47473,981,663,9,17:18:33 08/23/2017
47474,765,766,4,19:09:35 08/23/2017
47475,250,474,1,20:16:10 08/23/2017
47476,181,206,4,21:20:22 08/23/2017
47477,778,639,9,23:48:35 08/23/2017
47478,604,321,10,00:47:11 08/24/2017
47479,320,736,7,01:25:34 08/24/2017
47480,964,918,9,03:21:52 08/24/2017
47481,475,473,7,03:53:24 08/24/2017
47482,74,826,5,05:54:53 08/24/2017
47483,576,294,5,07:20:19 08/24/2017
47484,184,407,10,08:34:35 08/24/2017
47485,321,712,2,09:23:29 08/24/2017
47486,248,725,6,11:44:44 08/24/2017
47487,419,286,4,14:29:06 08/24/2017
47488,805,902,9,16:08:04 08/24/2017
47489,287,45,8,18:54:12 08/24/2017
47490,761,878,10,19:17:46 08/24/2017
47491,319,322,3,20:41:21 08/24/2017
47492,737,882,10,22:57:19 08/24/2017
47493,767,898,5,23:19:03 08/24/2017
47494,807,694,9,00:45:57 08/25/2017
47495,839,828,10,01:35:02 08/25/2017
47496,949,405,6,03:39:38 08/25/2017
47497,891,77,2,04:18:49 08/25/2017
47498,302,710,1,06:00:58 08/25/2017
47499,296,895,4,06:57:01 08/25/2017
47500,345,348,7,07:40:25 08/25/2017
47501,267,633,6,08:01:59 08/25/2017
47502,191,409,10,09:40:51 08/25/2017
47503,954,718,1,10:23:43 08/25/2017
47504,270,434,5,10:25:28 08/25/2017
47505,300,407,6,13:01:20 08/25/2017
47506,484,587,9,13:05:52 08/25/2017
47507,722,467,10,14:29:14 08/25/2017
47508,457,160,8,16:44:34 08/25/2017
47509,993,665,7,17:55:04 08/25/2017
47510,101,100,7,18:58:55 08/25/2017
47511,76,849,6,20:20:21 08/25/2017
47512,70,827,10,20:24:10 08/25/2017
47513,823,376,6,21:41:29 08/25/2017
47514,627,935,9,00:27:28 08/26/2017
47515,562,13,10,02:34:08 08/26/2017
47516,4,706,8,04:16:20 08/26/2017
47517,366,322,10,05:18:58 08/26/2017
47518,701,496,9,07:15:12 08/26/2017
47519,637,79,7,08:04:00 08/26/2017
47520,732,882,6,09:25:49 08/26/2017
47521,406,179,1,11:38:31 08/26/2017
47522,859,734,8,12:42:27 08/26/2017
47523,178,636,4,13:32:07 08/26/2017
47524,253,700,8,14:29:09 08/26/2017
47525,538,578,9,16:55:39 08/26/2017
47526,268,674,4,19:26:43 08/26/2017
47527,193,833,2,19:44:04 08/26/2017
47528,74,452,1,20:18:12 08/26/2017
47529,586,167,4,21:47:37 08/26/2017
47530,861,111,9,22:55:16 08/26/2017
47531,878,887,3,22:56:46 08/26/2017
47532,564,210,9,23:54:19 08/26/2017
47533,290,198,8,00:39:28 08/27/2017
47534,854,885,3,01:44:05 08/27/2017
47535,205,958,10,03:26:00 08/27/2017
47536,108,386,8,05:08:35 08/27/2017
47537,647,115,6,07:05:10 08/27/2017
47538,83,991,2,08:02:35 08/27/2017
47539,266,523,8,09:55:07 08/27/2017
47540,527,690,4,11:36:43 08/27/2017
47541,768,990,9,11:42:11 08/27/2017
47542,759,695,3,14:05:04 08/27/2017
47543,37,768,7,16:09:40 08/27/2017
47544,287,875,3,18:16:11 08/27/2017
47545,132,95,10,19:42:56 08/27/2017
47546,205,203,6,22:19:02 08/27/2017
47547,137,57,9,23:58:55 08/27/2017
47548,485,986,9,02:29:44 08/28/2017
47549,32,102,6,03:55:31 08/28/2017
47550,6,26,9,06:42:09 08/28/2017
47551,448,987,1,07:01:59 08/28/2017
47552,785,893,7,08:01:32 08/28/2017
47553,311,939,5,10:10:47 08/28/2017
47554,303,852,7,10:23:49 08/28/2017
47555,812,299,9,11:56:10 08/28/2017
47556,968,361,8,12:37:00 08/28/2017
47557,36,320,4,13:46:33 08/28/2017
47558,590,345,10,14:53:36 08/28/2017
47559,277,492,8,17:15:32 08/28/2017
47560,969,776,5,19:39:19 08/28/2017
47561,502,1,5,22:04:23 08/28/2017
47562,609,236,5,23:38:05 08/28/2017
47563,734,254,10,23:38:05 08/28/2017
47564,131,745,2,01:40:34 08/29/2017
47565,472,711,8,03:50:27 08/29/2017
47566,982,687,1,06:04:18 08/29/2017
47567,517,430,7,07:20:32 08/29/2017
47568,40,425,2,08:23:26 08/29/2017
47569,239,300,3,09:58:29 08/29/2017
47570,719,255,6,12:36:32 08/29/2017
47571,667,711,8,14:57:42 08/29/2017
47572,562,338,8,16:16:48 08/29/2017
47573,830,523,10,17:52:11 08/29/2017
47574,955,186,2,18:55:16 08/29/2017
47575,952,368,3,20:11:58 08/29/2017
47576,5,329,7,21:41:08 08/29/2017
47577,510,849,8,23:58:28 08/29/2017
47578,704,365,9,01:13:35 08/30/2017
47579,267,215,8,03:22:29 08/30/2017
47580,473,214,1,05:44:36 08/30/2017
47581,406,474,6,08:10:23 08/30/2017
47582,397,240,6,09:02:39 08/30/2017
47583,95,668,7,09:40:49 08/30/2017
47584,226,150,8,12:27:01 08/30/2017
47585,294,124,4,15:10:47 08/30/2017
47586,403,773,5,15:15:49 08/30/2017
47587,716,510,9,16:31:39 08/30/2017
47588,221,310,7,16:59:25 08/30/2017
47589,885,97,2,17:17:43 08/30/2017
47590,630,167,2,19:11:36 08/30/2017
47591,948,601,4,20:06:40 08/30/2017
47592,106,978,10,22:09:17 08/30/2017
47593,72,131,6,23:35:40 08/30/2017
47594,147,629,8,01:08:56 09/01/2017
47595,167,545,7,02:49:20 09/01/2017
47596,313,508,1,04:11:33 09/01/2017
47597,836,954,4,04:12:02 09/01/2017
47598,509,694,7,05:09:26 09/01/2017
47599,456,437,10,07:37:34 09/01/2017
47600,331,604,2,08:57:01 09/01/2017
47601,284,644,6,10:07:10 09/01/2017
47602,249,138,10,12:52:56 09/01/2017
47603,840,91,4,15:08:49 09/01/2017
47604,23,182,4,17:22:03 09/01/2017
47605,62,693,8,18:54:38 09/01/2017
47606,721,69,5,21:04:47 09/01/2017
47607,660,399,5,23:02:08 09/01/2017
47608,82,579,10,00:08:02 09/02/2017
47609,706,921,6,00:52:02 09/02/2017
47610,901,38,5,02:30:34 09/02/2017
47611,655,1,10,03:10:22 09/02/2017
47612,496,891,8,04:43:57 09/02/2017
47613,374,580,2,05:00:01 09/02/2017
47614,945,157,2,05:26:20 09/02/2017
47615,22,734,1,08:01:41 09/02/2017
47616,368,252,7,09:12:28 09/02/2017
47617,587,332,8,11:37:42 09/02/2017
47618,831,874,8,12:16:14 09/02/2017
47619,280,404,4,12:48:02 09/02/2017
47620,570,757,5,13:00:35 09/02/2017
47621,534,962,10,13:29:02 09/02/2017
47622,213,775,10,14:40:32 09/02/2017
47623,853,151,3,14:58:00 09/02/2017
47624,528,936,8,15:36:18 09/02/2017
47625,282,206,9,16:18:25 09/02/2017
47626,379,782,10,16:42:29 09/02/2017
47627,737,392,4,18:02:55 09/02/2017
47628,915,438,3,19:59:12 09/02/2017
47629,150,726,7,21:05:02 09/02/2017
47630,515,155,6,23:03:30 09/02/2017
47631,659,902,7,00:30:01 09/03/2017
47632,894,224,10,01:07:59 09/03/2017
47633,117,590,6,01:10:39 09/03/2017
47634,93,570,8,03:02:02 09/03/2017
47635,144,301,6,04:23:58 09/03/2017
47636,250,536,1,06:23:24 09/03/2017
47637,7,804,7,08:49:27 09/03/2017
47638,980,267,5,10:19:08 09/03/2017
47639,105,920,6,11:08:19 09/03/2017
47640,452,719,4,11:56:25 09/03/2017
47641,380,243,9,14:36:35 09/03/2017
47642,505,847,8,17:17:19 09/03/2017
47643,949,73,9,19:33:53 09/03/2017
47644,130,255,7,22:03:53 09/03/2017
47645,913,342,6,00:48:42 09/04/2017
47646,147,824,3,02:27:56 09/04/2017
47647,397,884,5,03:01:12 09/04/2017
47648,149,727,7,04:41:44 09/04/2017
47649,861,342,10,04:54:13 09/04/2017
47650,387,127,3,05:30:16 09/04/2017
47651,180,805,9,06:12:32 09/04/2017
47652,913,309,3,06:38:17 09/04/2017
47653,91,607,8,08:00:51 09/04/2017
47654,701,353,6,09:11:46 09/04/2017
47655,69,333,1,11:20:40 09/04/2017
47656,842,131,1,12:53:57 09/04/2017
47657,54,882,2,13:05:25 09/04/2017
47658,59,446,7,15:32:03 09/04/2017
47659,22,197,1,17:58:27 09/04/2017
47660,201,433,5,19:44:18 09/04/2017
47661,389,956,4,22:05:43 09/04/2017
47662,847,940,6,00:18:32 09/05/2017
47663,913,152,3,01:45:26 09/05/2017
47664,6,587,3,02:26:03 09/05/2017
47665,513,713,7,03:09:40 09/05/2017
47666,505,900,1,04:57:26 09/05/2017
47667,333,611,7,05:02:52 09/05/2017
47668,807,995,7,05:07:08 09/05/2017
47669,790,482,2,06:52:02 09/05/2017
47670,274,639,6,09:34:36 09/05/2017
47671,650,114,8,09:59:33 09/05/2017
47672,394,125,2,12:33:43 09/05/2017
47673,434,496,10,15:16:36 09/05/2017
47674,994,49,8,16:21:41 09/05/2017
47675,969,265,9,18:56:27 09/05/2017
47676,734,200,4,20:10:47 09/05/2017
47677,332,635,2,21:16:24 09/05/2017
47678,543,747,7,21:25:07 09/05/2017
47679,507,384,3,21:44:10 09/05/2017
47680,628,775,3,23:57:29 09/05/2017
47681,464,692,9,00:39:26 09/06/2017
47682,579,539,6,01:08:20 09/06/2017
47683,451,275,1,01:54:06 09/06/2017
47684,91,54,3,03:13:46 09/06/2017
47685,32,474,7,05:52:30 09/06/2017
47686,49,316,2,06:05:35 09/06/2017
47687,843,915,3,08:36:08 09/06/2017
47688,171,677,9,10:37:11 09/06/2017
47689,40,419,4,12:42:51 09/06/2017
47690,483,509,2,14:57:15 09/06/2017
47691,116,554,8,15:06:58 09/06/2017
47692,289,294,5,15:49:30 09/06/2017
47693,749,895,6,15:53:18 09/06/2017
47694,608,597,5,16:43:15 09/06/2017
47695,381,252,4,18:18:03 09/06/2017
47696,154,108,4,20:57:27 09/06/2017
47697,223,955,4,21:32:25 09/06/2017
47698,836,191,9,21:46:20 09/06/2017
47699,591,106,10,22:20:08 09/06/2017
47700,942,582,2,23:45:12 09/06/2017
47701,643,574,1,00:28:10 09/07/2017
47702,475,808,6,01:13:47 09/07/2017
47703,968,224,6,03:02:48 09/07/2017
47704,58,214,3,05:28:40 09/07/2017
47705,845,557,10,07:44:04 09/07/2017
47706,266,960,3,09:33:04 09/07/2017
47707,99,187,10,12:09:50 09/07/2017
47708,596,82,3,14:53:56 09/07/2017
47709,809,943,6,15:37:47 09/07/2017
47710,33,765,7,16:33:28 09/07/2017
47711,725,728,7,17:39:45 09/07/2017
47712,828,4,9,18:07:49 09/07/2017
47713,492,352,9,18:13:04 09/07/2017
47714,186,993,10,20:17:57 09/07/2017
47715,378,161,2,22:01:00 09/07/2017
47716,342,502,1,23:43:38 09/07/2017
47717,945,380,3,00:51:58 09/08/2017
47718,342,695,1,01:37:53 09/08/2017
47719,857,520,7,03:49:46 09/08/2017
47720,512,297,7,06:28:40 09/08/2017
47721,207,573,3,08:27:27 09/08/2017
47722,471,795,9,09:18:08 09/08/2017
47723,577,965,8,12:03:11 09/08/2017
47724,235,895,6,14:23:55 09/08/2017
47725,878,173,9,14:28:58 09/08/2017
47726,619,474,10,17:14:34 09/08/2017
47727,95,71,3,19:56:27 09/08/2017
47728,120,297,9,21:06:45 09/08/2017
47729,939,456,2,23:30:15 09/08/2017
47730,899,518,1,23:36:43 09/08/2017
47731,854,129,3,01:49:50 09/09/2017
47732,45,383,7,03:01:08 09/09/2017
47733,750,619,6,04:07:38 09/09/2017
47734,438,289,5,06:07:48 09/09/2017
47735,30,939,3,06:54:48 09/09/2017
47736,468,131,5,07:23:46 09/09/2017
47737,999,731,9,09:30:51 09/09/2017
47738,103,554,6,12:02:08 09/09/2017
47739,894,471,4,12:18:22 09/09/2017
47740,5,321,1,14:29:52 09/09/2017
47741,310,42,1,16:24:12 09/09/2017
47742,290,963,1,16:51:24 09/09/2017
47743,918,728,9,17:07:33 09/09/2017
47744,237,10,8,18:52:24 09/09/2017
47745,581,349,2,21:32:47 09/09/2017
47746,200,315,9,22:05:22 09/09/2017
47747,767,748,5,22:48:29 09/09/2017
47748,283,68,7,00:25:37 09/10/2017
47749,782,820,9,02:53:58 09/10/2017
47750,990,580,7,04:52:08 09/10/2017
47751,862,44,2,05:48:47 09/10/2017
47752,624,199,3,07:26:09 09/10/2017
47753,431,13,4,07:36:12 09/10/2017
47754,263,513,4,09:10:49 09/10/2017
47755,503,859,9,11:07:15 09/10/2017
47756,914,186,6,13:22:52 09/10/2017
47757,304,410,7,14:24:32 09/10/2017
47758,65,547,10,15:52:47 09/10/2017
47759,235,565,7,18:18:43 09/10/2017
47760,873,993,8,20:48:02 09/10/2017
47761,656,183,3,21:23:16 09/10/2017
47762,239,12,3,23:54:16 09/10/2017
47763,588,966,9,02:25:02 09/11/2017
47764,632,425,7,02:56:25 09/11/2017
47765,83,897,1,03:01:45 09/11/2017
47766,102,957,2,04:33:33 09/11/2017
47767,435,878,9,06:59:48 09/11/2017
47768,878,379,5,08:30:02 09/11/2017
47769,499,826,4,08:34:51 09/11/2017
47770,440,24,1,10:17:35 09/11/2017
47771,244,960,8,11:09:11 09/11/2017
47772,633,88,8,11:13:29 09/11/2017
47773,623,10,5,12:59:02 09/11/2017
47774,145,840,4,15:12:33 09/11/2017
47775,84,12,3,16:05:33 09/11/2017
47776,166,724,5,16:40:24 09/11/2017
47777,348,902,2,17:38:39 09/11/2017
47778,738,553,10,19:56:49 09/11/2017
47779,943,926,8,22:12:08 09/11/2017
47780,226,748,9,23:21:27 09/11/2017
47781,381,919,3,00:15:45 09/12/2017
47782,160,475,2,02:41:15 09/12/2017
47783,305,74,9,03:32:06 09/12/2017
47784,476,102,4,03:43:29 09/12/2017
47785,987,860,6,05:44:44 09/12/2017
47786,46,748,3,05:47:16 09/12/2017
47787,912,464,6,07:36:28 09/12/2017
47788,884,512,10,09:22:53 09/12/2017
47789,900,737,1,11:59:17 09/12/2017
47790,784,946,4,12:49:56 09/12/2017
47791,175,81,4,13:52:43 09/12/2017
47792,932,756,4,16:38:07 09/12/2017
47793,646,67,2,19:06:29 09/12/2017
47794,813,407,6,21:28:25 09/12/2017
47795,84,603,4,00:01:27 09/13/2017
47796,551,991,9,01:03:59 09/13/2017
47797,729,377,6,03:17:08 09/13/2017
47798,493,27,5,05:24:25 09/13/2017
47799,645,29,3,06:36:12 09/13/2017
47800,796,726,7,07:04:43 09/13/2017
47801,91,763,6,08:03:32 09/13/2017
47802,737,230,10,08:52:12 09/13/2017
47803,698,755,6,10:20:37 09/13/2017
47804,972,469,6,12:53:47 09/13/2017
47805,660,199,4,13:06:39 09/13/2017
47806,607,387,1,13:47:56 09/13/2017
47807,137,281,9,14:45:04 09/13/2017
47808,574,348,1,15:26:32 09/13/2017
47809,660,774,4,17:31:43 09/13/2017
47810,792,564,1,19:47:54 09/13/2017
47811,688,815,9,21:43:32 09/13/2017
47812,247,27,4,23:01:47 09/13/2017
47813,612,893,1,00:42:38 09/14/2017
47814,247,15,9,02:00:21 09/14/2017
47815,375,604,4,02:15:14 09/14/2017
47816,929,266,5,02:33:47 09/14/2017
47817,366,851,8,03:39:19 09/14/2017
47818,685,453,2,05:00:48 09/14/2017
47819,281,893,5,07:15:55 09/14/2017
47820,295,701,3,08:26:06 09/14/2017
47821,990,721,7,11:11:58 09/14/2017
47822,69,186,4,13:06:44 09/14/2017
47823,11,324,9,15:12:27 09/14/2017
47824,499,298,9,15:51:16 09/14/2017
47825,120,950,7,16:10:42 09/14/2017
47826,659,371,1,16:51:51 09/14/2017
47827,870,921,1,17:01:54 09/14/2017
47828,230,164,8,17:42:48 09/14/2017
47829,206,425,5,18:24:25 09/14/2017
47830,53,140,4,21:06:53 09/14/2017
47831,149,711,7,21:45:38 09/14/2017
47832,121,985,10,23:35:47 09/14/2017
47833,695,10,10,00:44:38 09/15/2017
47834,674,698,4,00:54:43 09/15/2017
47835,369,382,2,03:12:23 09/15/2017
47836,935,815,1,04:40:41 09/15/2017
47837,538,110,1,06:44:23 09/15/2017
47838,409,385,6,06:58:45 09/15/2017
47839,712,20,6,07:00:18 09/15/2017
47840,162,686,2,08:27:07 09/15/2017
47841,728,836,10,09:28:29 09/15/2017
47842,245,443,9,10:12:37 09/15/2017
47843,74,753,3,11:24:17 09/15/2017
47844,269,449,9,12:20:42 09/15/2017
47845,190,406,7,13:36:52 09/15/2017
47846,920,163,1,16:10:32 09/15/2017
47847,246,825,8,18:54:38 09/15/2017
47848,59,794,8,20:04:14 09/15/2017
47849,327,733,2,20:47:59 09/15/2017
47850,658,699,1,21:16:31 09/15/2017
47851,37,760,1,22:47:45 09/15/2017
47852,45,567,5,00:29:03 09/16/2017
47853,246,892,10,01:20:57 09/16/2017
47854,397,528,8,02:31:15 09/16/2017
47855,454,66,8,04:37:51 09/16/2017
47856,41,237,1,05:58:50 09/16/2017
47857,372,122,9,08:13:32 09/16/2017
47858,289,488,8,09:13:36 09/16/2017
47859,469,751,6,11:16:33 09/16/2017
47860,946,898,7,11:41:38 09/16/2017
47861,217,683,4,12:02:54 09/16/2017
47862,23,653,5,14:05:17 09/16/2017
47863,566,954,9,15:06:07 09/16/2017
47864,402,680,10,17:27:09 09/16/2017
47865,353,625,9,18:58:34 09/16/2017
47866,758,345,6,20:26:48 09/16/2017
47867,735,523,3,21:03:25 09/16/2017
47868,827,972,9,23:24:58 09/16/2017
47869,482,195,10,01:31:32 09/17/2017
47870,150,497,6,03:43:18 09/17/2017
47871,556,809,8,05:55:44 09/17/2017
47872,469,87,8,06:24:42 09/17/2017
47873,162,307,1,09:07:33 09/17/2017
47874,124,594,8,09:33:39 09/17/2017
47875,738,239,3,11:10:32 09/17/2017
47876,189,385,4,12:48:06 09/17/2017
47877,574,49,8,12:59:38 09/17/2017
47878,176,406,4,14:37:32 09/17/2017
47879,617,701,2,15:19:44 09/17/2017
47880,241,476,10,16:00:53 09/17/2017
47881,946,638,1,17:26:51 09/17/2017
47882,270,901,1,19:11:00 09/17/2017
47883,62,636,4,21:33:35 09/17/2017
47884,389,813,1,22:52:11 09/17/2017
47885,571,903,3,00:16:34 09/18/2017
47886,235,645,5,01:31:38 09/18/2017
47887,805,433,8,02:57:14 09/18/2017
47888,103,912,8,04:34:42 09/18/2017
47889,18,642,3,06:58:06 09/18/2017
47890,753,263,4,08:51:57 09/18/2017
47891,405,647,2,08:57:39 09/18/2017
47892,306,660,6,10:38:25 09/18/2017
47893,372,47,2,12:00:24 09/18/2017
47894,607,917,9,13:04:55 09/18/2017
47895,633,939,7,13:12:04 09/18/2017
47896,537,340,8,13:34:28 09/18/2017
47897,672,35,2,15:18:53 09/18/2017
47898,782,36,3,17:02:55 09/18/2017
47899,696,503,7,17:27:46 09/18/2017
47900,132,749,10,17:42:29 09/18/2017
47901,24,536,8,18:47:05 09/18/2017
47902,951,338,5,19:59:39 09/18/2017
47903,314,144,3,21:44:53 09/18/2017
47904,924,295,10,23:33:24 09/18/2017
47905,346,83,7,00:48:56 09/19/2017
47906,321,561,8,03:28:54 09/19/2017
47907,34,876,7,05:54:53 09/19/2017
47908,385,142,9,06:00:19 09/19/2017
47909,49,37,7,06:01:27 09/19/2017
47910,319,721,10,06:34:13 09/19/2017
47911,166,266,10,07:28:43 09/19/2017
47912,165,416,10,07:43:22 09/19/2017
47913,674,413,4,08:49:48 09/19/2017
47914,392,454,9,08:54:12 09/19/2017
47915,858,469,6,10:55:44 09/19/2017
47916,385,370,8,11:06:48 09/19/2017
47917,176,511,5,13:53:07 09/19/2017
47918,976,391,5,15:21:15 09/19/2017
47919,716,14,1,15:59:07 09/19/2017
47920,693,731,9,17:41:32 09/19/2017
47921,187,83,10,19:13:15 09/19/2017
47922,798,87,6,19:38:53 09/19/2017
47923,417,255,5,21:37:17 09/19/2017
47924,922,253,8,00:08:54 09/20/2017
47925,325,16,8,01:21:17 09/20/2017
47926,882,253,4,01:36:41 09/20/2017
47927,922,992,7,04:17:56 09/20/2017
47928,882,586,4,05:40:47 09/20/2017
47929,123,440,8,06:06:23 09/20/2017
47930,422,862,7,06:11:44 09/20/2017
47931,252,698,3,06:11:44 09/20/2017
47932,731,970,6,08:57:19 09/20/2017
47933,676,137,9,09:15:11 09/20/2017
47934,547,575,8,10:37:57 09/20/2017
47935,510,267,7,13:21:10 09/20/2017
47936,892,219,1,14:51:04 09/20/2017
47937,324,368,6,14:59:56 09/20/2017
47938,449,924,8,15:43:09 09/20/2017
47939,321,440,10,17:58:50 09/20/2017
47940,708,356,9,20:05:18 09/20/2017
47941,553,901,2,21:20:50 09/20/2017
47942,78,272,6,22:50:58 09/20/2017
47943,232,738,3,23:49:19 09/20/2017
47944,309,819,6,01:26:37 09/21/2017
47945,695,1,2,03:58:26 09/21/2017
47946,931,691,1,04:50:22 09/21/2017
47947,599,634,1,06:35:51 09/21/2017
47948,400,594,6,07:25:31 09/21/2017
47949,896,914,5,08:56:13 09/21/2017
47950,328,598,5,11:36:41 09/21/2017
47951,993,208,5,12:30:43 09/21/2017
47952,927,620,4,15:07:38 09/21/2017
47953,869,909,3,15:55:42 09/21/2017
47954,851,858,7,18:20:03 09/21/2017
47955,497,908,7,20:17:14 09/21/2017
47956,15,965,2,22:19:50 09/21/2017
47957,978,239,9,23:49:39 09/21/2017
47958,535,876,10,01:59:09 09/22/2017
47959,74,647,10,02:53:45 09/22/2017
47960,823,140,5,04:27:40 09/22/2017
47961,644,654,10,04:51:37 09/22/2017
47962,695,720,4,04:52:25 09/22/2017
47963,220,571,1,05:43:15 09/22/2017
47964,51,284,1,07:44:35 09/22/2017
47965,539,524,6,09:29:11 09/22/2017
47966,100,736,3,11:09:12 09/22/2017
47967,481,921,4,12:04:12 09/22/2017
47968,769,550,3,14:19:17 09/22/2017
47969,776,183,3,16:06:59 09/22/2017
47970,971,829,1,18:15:26 09/22/2017
47971,763,152,2,18:27:38 09/22/2017
47972,579,859,8,20:02:30 09/22/2017
47973,853,798,7,20:47:07 09/22/2017
47974,889,820,6,21:52:56 09/22/2017
47975,601,194,3,23:29:10 09/22/2017
47976,476,975,3,00:50:23 09/23/2017
47977,973,440,4,03:11:29 09/23/2017
47978,984,189,7,04:41:26 09/23/2017
47979,304,260,4,06:12:46 09/23/2017
47980,785,648,1,06:36:01 09/23/2017
47981,681,415,4,07:58:23 09/23/2017
47982,689,34,1,08:19:01 09/23/2017
47983,567,695,10,10:14:34 09/23/2017
47984,879,433,10,11:24:35 09/23/2017
47985,971,234,1,12:29:24 09/23/2017
47986,159,526,10,14:27:28 09/23/2017
47987,550,846,4,14:31:09 09/23/2017
47988,813,613,8,16:39:36 09/23/2017
47989,990,964,9,17:15:30 09/23/2017
47990,353,990,2,19:14:42 09/23/2017
47991,102,495,2,19:45:47 09/23/2017
47992,175,548,1,22:07:31 09/23/2017
47993,563,274,8,23:15:35 09/23/2017
47994,618,604,5,00:12:36 09/24/2017
47995,592,501,3,00:32:52 09/24/2017
47996,665,116,5,02:17:25 09/24/2017
47997,742,643,10,02:51:34 09/24/2017
47998,721,91,9,03:31:38 09/24/2017
47999,555,63,6,05:06:42 09/24/2017
48000,101,125,3,07:27:09 09/24/2017
48001,198,848,4,08:07:59 09/24/2017
48002,501,446,10,08:47:10 09/24/2017
48003,51,162,10,10:50:08 09/24/2017
48004,454,589,6,12:48:37 09/24/2017
48005,753,974,4,13:11:08 09/24/2017
48006,386,824,8,14:02:10 09/24/2017
48007,148,658,2,16:02:38 09/24/2017
48008,347,136,5,18:09:08 09/24/2017
48009,937,850,4,19:03:27 09/24/2017
48010,498,94,1,20:34:50 09/24/2017
48011,263,363,10,22:58:43 09/24/2017
48012,993,920,1,01:34:06 09/25/2017
48013,374,695,4,02:05:57 09/25/2017
48014,800,640,8,04:26:40 09/25/2017
48015,205,728,3,06:43:53 09/25/2017
48016,319,37,7,07:20:31 09/25/2017
48017,159,48,5,08:33:35 09/25/2017
48018,712,761,9,10:59:01 09/25/2017
48019,177,673,9,13:35:13 09/25/2017
48020,213,518,5,16:03:55 09/25/2017
48021,503,397,2,17:59:37 09/25/2017
48022,741,298,6,19:03:36 09/25/2017
48023,433,659,4,19:41:01 09/25/2017
48024,539,669,9,21:57:00 09/25/2017
48025,2,508,1,22:43:33 09/25/2017
48026,434,723,2,01:05:51 09/26/2017
48027,300,960,8,01:45:28 09/26/2017
48028,31,786,4,03:51:13 09/26/2017
48029,932,774,9,05:01:39 09/26/2017
48030,181,452,5,06:40:21 09/26/2017
48031,812,408,5,08:55:09 09/26/2017
48032,727,534,2,11:11:50 09/26/2017
48033,999,494,4,13:07:59 09/26/2017
48034,923,626,1,15:05:29 09/26/2017
